alpha,macro_f1,is_degenerate_alpha
0.0,0.9081541218637992,False
0.05,0.9137909709338281,False
0.1,0.9088978866284811,False
0.15,0.9141223725388729,False
0.2,0.9245009698249406,False
0.25,0.9193231011412829,False
0.3,0.9193231011412829,False
0.35,0.9088978866284811,False
0.4,0.8026024723487313,False
0.45,0.8165383926973331,False
0.5,0.6658468929623381,True
0.55,0.8344437714516455,False
0.6,0.9050023170166581,False
0.65,0.9303127428127427,False
0.7,0.9404300658659435,False
0.75,0.9404300658659435,False
0.8,0.9203574203574203,False
0.85,0.9050023170166581,False
0.9,0.9092384887839433,False
0.95,0.9040191222493286,False
1.0,0.9040191222493286,False
