operation_id,source,quality_label,is_real_corpus,is_base,is_bijective,is_involution,strict_avalanche,avalanche_error,balance_error,differential_uniformity,max_anf_degree,mean_anf_degree,cycle_count,max_cycle_length,mean_cycle_length,complexity_score,effective_substitution_tables,control_bits,truth_0,truth_1,truth_2,truth_3,truth_4,truth_5,truth_6,truth_7,avalanche_0,avalanche_1,avalanche_2,avalanche_3,avalanche_4,avalanche_5,avalanche_6,avalanche_7,avalanche_8,hamming_dist_0,hamming_dist_1,hamming_dist_2,hamming_dist_3,balance_0,balance_1,balance_2,anf_degree_0,anf_degree_1,anf_degree_2
mc_weak_0200,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,4.0,4,1,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
mc_weak_0201,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,4.0,2,2,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
mc_weak_0202,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.5,1.0,0,0.0,0,0,0.0,0.0,1,0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0
mc_weak_0203,monte_carlo_weak_operation,weak,False,False,False,False,False,0.05555555555555555,0.08333333333333333,0.25,2,2.0,0,0,0.0,4.0,4,0,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.14285714285714285,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.4166666666666667,0.5,0.08333333333333333,0.75,0.5,0.5,2,2,2
mc_weak_0204,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,5.0,8,1,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
mc_weak_0205,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,5.0,8,1,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
mc_weak_0206,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.5,1.0,0,0.0,0,0,0.0,0.0,1,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
mc_weak_0207,monte_carlo_weak_operation,weak,False,False,False,False,False,0.19444444444444445,0.20833333333333334,0.5,3,2.3333333333333335,0,0,0.0,5.0,4,0,0.0,0.42857142857142855,0.14285714285714285,1.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,1.0,0.0,0.5,0.25,0.5,0.0,0.75,0.5,0.5,0.25,0.16666666666666666,0.5833333333333334,0.25,0.0,0.25,0.75,0.625,2,2,3
mc_weak_0208,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,5.0,4,2,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
mc_weak_0209,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,2.0,2,0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
mc_weak_0210,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.5,1.0,0,0.0,0,0,0.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0
mc_weak_0211,monte_carlo_weak_operation,weak,False,False,False,False,False,0.25,0.20833333333333334,0.75,3,1.6666666666666667,0,0,0.0,4.0,1,1,0.7142857142857143,0.14285714285714285,1.0,0.42857142857142855,0.14285714285714285,1.0,0.14285714285714285,0.42857142857142855,0.75,0.5,0.0,0.25,0.5,0.0,0.75,0.5,0.0,0.16666666666666666,0.5833333333333334,0.25,0.0,0.375,0.5,1.0,3,2,0
mc_weak_0212,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,4.0,4,1,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
mc_weak_0213,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,1.0,1,0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
mc_weak_0214,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.5,1.0,0,0.0,0,0,0.0,4.0,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0
mc_weak_0215,monte_carlo_weak_operation,weak,False,False,False,False,False,0.1388888888888889,0.20833333333333334,0.5,3,2.3333333333333335,0,0,0.0,3.0,1,0,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.5,0.5,0.25,0.5,0.0,0.25,0.5,0.5,0.75,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.25,0.25,0.625,2,2,3
mc_weak_0216,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,5.0,8,1,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
mc_weak_0217,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,4.0,4,1,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
mc_weak_0218,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.5,1.0,0,0.0,0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
mc_weak_0219,monte_carlo_weak_operation,weak,False,False,False,False,False,0.2222222222222222,0.25,0.75,3,2.6666666666666665,0,0,0.0,7.0,8,1,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.75,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0.25,0.5833333333333334,0.08333333333333333,0.08333333333333333,0.25,0.625,0.125,2,3,3
mc_weak_0220,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,4.0,4,1,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
mc_weak_0221,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,4.0,8,0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
mc_weak_0222,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.5,1.0,0,0.0,0,0,0.0,5.0,8,2,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0
mc_weak_0223,monte_carlo_weak_operation,weak,False,False,False,False,True,0.0,0.16666666666666666,0.25,2,2.0,0,0,0.0,3.0,1,1,0.0,0.0,0.0,0.42857142857142855,1.0,0.0,0.2857142857142857,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.25,0.5,0.25,2,2,2
mc_weak_0224,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,2.0,2,0,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
mc_weak_0225,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,5.0,4,2,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
mc_weak_0226,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.5,1.0,0,0.0,0,0,0.0,3.0,4,1,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
mc_weak_0227,monte_carlo_weak_operation,weak,False,False,False,False,False,0.08333333333333333,0.2916666666666667,0.5,3,2.3333333333333335,0,0,0.0,5.0,4,0,1.0,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.14285714285714285,1.0,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.0,0.75,0.25,0.0,0.875,0.25,0.75,3,2,2
mc_weak_0228,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,4.0,2,2,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
mc_weak_0229,monte_carlo_weak_operation,weak,False,False,False,False,False,0.5,0.16666666666666666,1.0,1,0.6666666666666666,0,0,0.0,2.0,1,1,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0,1,1
