operation_id,mapping,source,source_detail,base_index,output_permutation,inversion_mask,effective_substitution_tables,control_bits,reconstructed_from_public_description,label_source,is_reconstructed,permutation_id
mc_weak_0071,2 3 6 1 1 1 4 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0072,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0073,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0074,1 1 1 1 1 1 1 1,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0075,5 4 5 6 5 1 3 6,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0076,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0077,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0078,3 3 3 3 3 3 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0079,5 1 7 5 1 0 6 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0080,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0081,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0082,2 2 2 2 2 2 2 2,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0083,0 2 4 3 5 2 0 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0084,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0085,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0086,3 3 3 3 3 3 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0087,4 5 7 1 1 1 2 2,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0088,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0089,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0090,0 0 0 0 0 0 0 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0091,1 4 5 0 0 6 2 6,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0092,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0093,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0094,6 6 6 6 6 6 6 6,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0095,0 0 6 7 5 4 2 2,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0096,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0097,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0098,6 6 6 6 6 6 6 6,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0099,1 3 2 2 4 6 2 6,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0100,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0101,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0102,0 0 0 0 0 0 0 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0103,5 6 2 6 3 5 2 1,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0104,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0105,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0106,3 3 3 3 3 3 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0107,2 4 7 4 7 7 0 2,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0108,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0109,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0110,6 6 6 6 6 6 6 6,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0111,5 1 4 1 3 4 1 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0112,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0113,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0114,4 4 4 4 4 4 4 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0115,6 1 7 1 4 6 0 5,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0116,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0117,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0118,1 1 1 1 1 1 1 1,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0119,5 5 4 4 0 0 6 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0120,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0121,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0122,1 1 1 1 1 1 1 1,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0123,0 0 2 0 1 5 2 2,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0124,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0125,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0126,4 4 4 4 4 4 4 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0127,0 5 2 7 7 6 3 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0128,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0129,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0130,6 6 6 6 6 6 6 6,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0131,7 4 1 5 4 4 5 2,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0132,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0133,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0134,1 1 1 1 1 1 1 1,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0135,7 2 2 0 4 6 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0136,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0137,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0138,2 2 2 2 2 2 2 2,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0139,2 3 3 5 7 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0140,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0141,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0142,4 4 4 4 4 4 4 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0143,5 4 2 3 2 4 4 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0144,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0145,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0146,5 5 5 5 5 5 5 5,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0147,7 2 4 5 7 1 3 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0148,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0149,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0150,2 2 2 2 2 2 2 2,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0151,0 3 0 7 1 0 0 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0152,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0153,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0154,4 4 4 4 4 4 4 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0155,4 7 7 0 3 5 5 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0156,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0157,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0158,5 5 5 5 5 5 5 5,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0159,2 1 6 3 5 6 5 6,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0160,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0161,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0162,2 2 2 2 2 2 2 2,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0163,3 4 4 4 4 1 1 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0164,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0165,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0166,2 2 2 2 2 2 2 2,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0167,5 5 4 6 5 3 5 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0168,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0169,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0170,5 5 5 5 5 5 5 5,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0171,5 7 7 5 0 5 1 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0172,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0173,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0174,4 4 4 4 4 4 4 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0175,6 2 7 0 7 6 1 1,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0176,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0177,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0178,3 3 3 3 3 3 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0179,1 5 4 3 3 6 4 1,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0180,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0181,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0182,2 2 2 2 2 2 2 2,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0183,3 7 3 0 7 4 2 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0184,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0185,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0186,7 7 7 7 7 7 7 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0187,2 3 4 0 6 0 4 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0188,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0189,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0190,1 1 1 1 1 1 1 1,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0191,7 6 5 0 7 7 6 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0192,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0193,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0194,4 4 4 4 4 4 4 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0195,6 1 2 7 6 1 6 5,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0196,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0197,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0198,7 7 7 7 7 7 7 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0199,0 3 7 5 7 2 2 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0200,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0201,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0202,3 3 3 3 3 3 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0203,2 6 4 5 6 5 1 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0204,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0205,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0206,4 4 4 4 4 4 4 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0207,0 3 1 7 2 2 3 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0208,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0209,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0210,7 7 7 7 7 7 7 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0211,5 1 7 3 1 7 1 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0212,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0213,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0214,7 7 7 7 7 7 7 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0215,4 3 0 3 1 1 4 1,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0216,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0217,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0218,0 0 0 0 0 0 0 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0219,2 2 2 6 0 0 3 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0220,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0221,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0222,6 6 6 6 6 6 6 6,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0223,0 0 0 3 7 0 2 6,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0224,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0225,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0226,5 5 5 5 5 5 5 5,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0227,7 5 5 4 5 4 1 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0228,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0229,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0230,7 7 7 7 7 7 7 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0231,6 1 3 5 7 0 4 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0232,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0233,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0234,2 2 2 2 2 2 2 2,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0235,1 0 1 3 2 0 5 5,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0236,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0237,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0238,2 2 2 2 2 2 2 2,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0239,4 6 7 0 6 1 5 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0240,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0241,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0242,7 7 7 7 7 7 7 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0243,4 6 6 6 2 6 3 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0244,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0245,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0246,0 0 0 0 0 0 0 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0247,2 1 1 7 4 7 4 2,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0248,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0249,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0250,7 7 7 7 7 7 7 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
