operation_id,mapping,source,source_detail,base_index,output_permutation,inversion_mask,effective_substitution_tables,control_bits,reconstructed_from_public_description,label_source,is_reconstructed,permutation_id
mc_random_perm_0141,5 1 4 6 0 7 3 2,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,2,False,controlled_dgp_random,False,
mc_random_perm_0142,4 6 7 3 2 0 5 1,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,2,False,controlled_dgp_random,False,
mc_random_perm_0143,1 2 5 4 3 0 7 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,4,False,controlled_dgp_random,False,
mc_random_perm_0144,3 4 2 6 0 1 7 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,4,False,controlled_dgp_random,False,
mc_random_perm_0145,6 1 2 0 4 7 3 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,2,False,controlled_dgp_random,False,
mc_random_perm_0146,6 2 7 4 3 0 5 1,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,4,False,controlled_dgp_random,False,
mc_random_perm_0147,4 1 5 0 2 3 6 7,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,3,False,controlled_dgp_random,False,
mc_random_perm_0148,2 5 3 0 7 4 1 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,2,False,controlled_dgp_random,False,
mc_random_perm_0149,6 7 5 3 4 1 0 2,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0150,1 0 5 3 6 4 7 2,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,4,False,controlled_dgp_random,False,
mc_random_perm_0151,1 3 6 7 2 4 0 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0152,2 3 1 4 0 7 5 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,3,False,controlled_dgp_random,False,
mc_random_perm_0153,4 2 5 3 0 1 7 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,2,False,controlled_dgp_random,False,
mc_random_perm_0154,3 4 7 5 1 2 0 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0155,5 1 2 7 4 0 3 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,2,False,controlled_dgp_random,False,
mc_random_perm_0156,1 2 0 7 4 5 3 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,4,False,controlled_dgp_random,False,
mc_random_perm_0157,3 1 4 7 5 0 6 2,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,4,False,controlled_dgp_random,False,
mc_random_perm_0158,4 7 0 1 5 6 2 3,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0159,3 4 1 0 2 7 5 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,4,False,controlled_dgp_random,False,
mc_random_perm_0160,3 4 7 0 6 5 2 1,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,4,False,controlled_dgp_random,False,
mc_random_perm_0161,5 1 3 6 2 0 4 7,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,3,False,controlled_dgp_random,False,
mc_random_perm_0162,5 4 0 1 2 7 3 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,4,False,controlled_dgp_random,False,
mc_random_perm_0163,3 2 7 6 1 5 0 4,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0164,2 0 4 6 7 1 3 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,4,False,controlled_dgp_random,False,
mc_random_perm_0165,7 2 4 1 5 0 6 3,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,2,False,controlled_dgp_random,False,
mc_random_perm_0166,4 2 5 1 6 3 7 0,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,2,False,controlled_dgp_random,False,
mc_random_perm_0167,7 1 6 5 0 2 3 4,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,4,False,controlled_dgp_random,False,
mc_random_perm_0168,2 0 4 3 7 1 6 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,4,False,controlled_dgp_random,False,
mc_random_perm_0169,5 6 7 0 1 2 3 4,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,4,False,controlled_dgp_random,False,
mc_random_perm_0170,2 7 0 6 5 1 4 3,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,4,False,controlled_dgp_random,False,
mc_random_perm_0171,5 4 1 7 6 0 2 3,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0172,7 5 1 4 0 2 6 3,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,3,False,controlled_dgp_random,False,
mc_random_perm_0173,6 5 0 2 7 4 3 1,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0174,4 1 3 0 2 7 5 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,4,False,controlled_dgp_random,False,
mc_random_perm_0175,5 3 0 2 1 6 7 4,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,4,False,controlled_dgp_random,False,
mc_random_perm_0176,0 5 2 6 1 3 4 7,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,2,False,controlled_dgp_random,False,
mc_random_perm_0177,1 2 5 4 0 6 7 3,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,4,False,controlled_dgp_random,False,
mc_random_perm_0178,0 6 4 1 3 7 2 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,4,False,controlled_dgp_random,False,
mc_random_perm_0179,5 6 2 1 4 7 3 0,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,4,False,controlled_dgp_random,False,
mc_random_perm_0180,7 2 4 6 1 5 3 0,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,2,False,controlled_dgp_random,False,
mc_random_perm_0181,5 2 3 4 7 0 6 1,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,4,False,controlled_dgp_random,False,
mc_random_perm_0182,7 4 6 3 0 1 5 2,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0183,5 3 6 0 7 1 2 4,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,2,False,controlled_dgp_random,False,
mc_random_perm_0184,4 0 1 5 3 7 2 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,3,False,controlled_dgp_random,False,
mc_random_perm_0185,2 3 7 6 5 4 0 1,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,4,False,controlled_dgp_random,False,
mc_random_perm_0186,1 7 5 3 0 6 2 4,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,3,False,controlled_dgp_random,False,
mc_random_perm_0187,1 0 6 5 7 3 4 2,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0188,4 3 1 5 2 0 6 7,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0189,0 4 1 2 6 7 5 3,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0190,4 6 7 1 3 5 2 0,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,3,False,controlled_dgp_random,False,
mc_random_perm_0191,7 2 1 5 0 4 3 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0192,2 7 3 1 5 6 0 4,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,4,False,controlled_dgp_random,False,
mc_random_perm_0193,5 2 3 0 4 6 1 7,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,4,False,controlled_dgp_random,False,
mc_random_perm_0194,6 7 1 3 5 2 0 4,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,4,False,controlled_dgp_random,False,
mc_random_perm_0195,5 6 0 2 4 3 1 7,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,3,False,controlled_dgp_random,False,
mc_random_perm_0196,3 1 7 2 0 6 4 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0197,3 0 2 6 4 1 5 7,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,4,False,controlled_dgp_random,False,
mc_random_perm_0198,0 3 6 4 1 5 7 2,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,4,False,controlled_dgp_random,False,
mc_random_perm_0199,4 3 6 5 0 2 7 1,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,4,False,controlled_dgp_random,False,
mc_random_perm_0200,4 6 2 7 0 1 3 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,3,False,controlled_dgp_random,False,
mc_random_perm_0201,5 4 3 1 2 7 0 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0202,5 7 4 2 6 1 3 0,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,3,False,controlled_dgp_random,False,
mc_random_perm_0203,5 6 3 1 7 4 2 0,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,2,False,controlled_dgp_random,False,
mc_random_perm_0204,4 3 7 5 0 1 2 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0205,2 1 0 7 4 3 6 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0206,0 5 6 3 4 1 2 7,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,3,False,controlled_dgp_random,False,
mc_random_perm_0207,5 3 6 2 7 1 4 0,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0208,7 3 6 2 1 0 5 4,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0209,1 6 0 3 4 7 5 2,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,2,False,controlled_dgp_random,False,
mc_random_perm_0210,1 3 4 0 5 7 2 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0211,5 0 4 6 3 7 2 1,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0212,4 3 2 5 0 1 6 7,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0213,4 7 6 1 0 3 2 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,3,False,controlled_dgp_random,False,
mc_random_perm_0214,5 2 7 0 6 4 1 3,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,3,False,controlled_dgp_random,False,
mc_random_perm_0215,1 4 2 3 0 7 5 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0216,2 4 1 5 0 7 3 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0217,7 2 1 6 3 4 5 0,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,3,False,controlled_dgp_random,False,
mc_random_perm_0218,3 0 5 7 2 4 1 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0219,6 7 4 2 3 0 1 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,2,False,controlled_dgp_random,False,
mc_random_perm_0220,2 0 4 7 3 1 6 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,3,False,controlled_dgp_random,False,
mc_random_perm_0221,3 7 5 4 0 2 6 1,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,3,False,controlled_dgp_random,False,
mc_random_perm_0222,6 0 1 3 2 7 4 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,4,False,controlled_dgp_random,False,
mc_random_perm_0223,5 4 1 7 6 3 2 0,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0224,7 3 5 0 1 2 4 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,3,False,controlled_dgp_random,False,
mc_random_perm_0225,5 3 0 7 6 4 1 2,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,3,False,controlled_dgp_random,False,
mc_random_perm_0226,3 0 2 5 6 1 7 4,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,3,False,controlled_dgp_random,False,
mc_random_perm_0227,3 2 4 7 0 1 6 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0228,4 2 3 0 7 6 1 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,3,False,controlled_dgp_random,False,
mc_random_perm_0229,5 4 7 1 2 6 3 0,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,3,False,controlled_dgp_random,False,
mc_random_perm_0230,1 0 5 7 3 2 4 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,2,False,controlled_dgp_random,False,
mc_random_perm_0231,6 1 5 0 7 2 4 3,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,3,False,controlled_dgp_random,False,
mc_random_perm_0232,4 3 1 5 2 0 6 7,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,2,False,controlled_dgp_random,False,
mc_random_perm_0233,5 0 2 6 7 4 1 3,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,3,False,controlled_dgp_random,False,
mc_random_perm_0234,4 0 5 2 7 6 3 1,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0235,3 0 2 7 6 1 5 4,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,4,False,controlled_dgp_random,False,
mc_random_perm_0236,1 7 3 2 5 4 0 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,4,False,controlled_dgp_random,False,
mc_random_perm_0237,0 2 1 5 3 6 7 4,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,2,False,controlled_dgp_random,False,
mc_random_perm_0238,1 4 2 5 6 7 3 0,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,4,False,controlled_dgp_random,False,
mc_random_perm_0239,0 6 2 5 4 7 3 1,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0240,2 4 3 6 1 7 0 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,2,False,controlled_dgp_random,False,
mc_random_perm_0241,6 7 4 2 0 3 1 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0242,0 1 6 4 7 2 3 5,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,4,False,controlled_dgp_random,False,
mc_random_perm_0243,3 1 4 0 7 5 2 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,3,False,controlled_dgp_random,False,
mc_random_perm_0244,1 3 4 5 6 7 2 0,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0245,6 2 1 5 7 3 4 0,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,4,False,controlled_dgp_random,False,
mc_random_perm_0246,4 0 7 1 5 2 6 3,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,3,False,controlled_dgp_random,False,
mc_random_perm_0247,5 6 2 4 7 3 1 0,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0248,1 0 2 4 5 6 3 7,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,2,False,controlled_dgp_random,False,
mc_random_perm_0249,5 3 6 7 0 1 2 4,monte_carlo_random_permutation,synthetic reversible baseline,,,,384,2,False,controlled_dgp_random,False,
mc_random_perm_0250,7 2 0 4 1 5 6 3,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0251,7 1 5 4 3 2 0 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,2,False,controlled_dgp_random,False,
mc_random_perm_0252,3 1 6 5 2 0 7 4,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,3,False,controlled_dgp_random,False,
mc_random_perm_0253,6 1 5 3 7 2 4 0,monte_carlo_random_permutation,synthetic reversible baseline,,,,192,4,False,controlled_dgp_random,False,
mc_random_perm_0254,2 7 4 1 3 5 0 6,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,3,False,controlled_dgp_random,False,
mc_random_perm_0255,2 3 4 1 6 5 0 7,monte_carlo_random_permutation,synthetic reversible baseline,,,,8,3,False,controlled_dgp_random,False,
mc_weak_0000,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0001,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0002,6 6 6 6 6 6 6 6,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0003,0 0 6 6 6 4 6 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
mc_weak_0004,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0005,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0006,6 6 6 6 6 6 6 6,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0007,4 5 6 1 7 4 7 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0008,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0009,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0010,0 0 0 0 0 0 0 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0011,6 7 6 7 7 1 4 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0012,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0013,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0014,3 3 3 3 3 3 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0015,5 6 3 0 3 3 1 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0016,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0017,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0018,2 2 2 2 2 2 2 2,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0019,3 2 6 6 7 3 5 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0020,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0021,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0022,4 4 4 4 4 4 4 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0023,3 7 3 6 2 7 1 5,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0024,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0025,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0026,1 1 1 1 1 1 1 1,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0027,0 7 7 1 3 7 5 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0028,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0029,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0030,7 7 7 7 7 7 7 7,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0031,1 5 3 2 5 5 4 5,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0032,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0033,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0034,4 4 4 4 4 4 4 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0035,0 2 5 6 7 5 6 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0036,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0037,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0038,5 5 5 5 5 5 5 5,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0039,5 6 2 5 7 1 5 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0040,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0041,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0042,0 0 0 0 0 0 0 0,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0043,0 7 6 2 2 3 6 1,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0044,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0045,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0046,4 4 4 4 4 4 4 4,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,0,False,controlled_dgp_weak,False,
mc_weak_0047,5 2 2 5 3 1 0 5,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0048,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0049,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0050,1 1 1 1 1 1 1 1,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0051,3 4 1 2 2 1 5 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0052,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0053,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,0,False,controlled_dgp_weak,False,
mc_weak_0054,1 1 1 1 1 1 1 1,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0055,7 0 2 1 2 4 5 5,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0056,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,2,False,controlled_dgp_weak,False,
mc_weak_0057,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0058,1 1 1 1 1 1 1 1,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,2,False,controlled_dgp_weak,False,
mc_weak_0059,0 1 5 5 0 4 6 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0060,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,1,False,controlled_dgp_weak,False,
mc_weak_0061,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0062,6 6 6 6 6 6 6 6,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0063,7 1 4 3 7 1 0 1,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0064,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,1,False,controlled_dgp_weak,False,
mc_weak_0065,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,0,False,controlled_dgp_weak,False,
mc_weak_0066,6 6 6 6 6 6 6 6,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,2,False,controlled_dgp_weak,False,
mc_weak_0067,3 0 4 4 1 3 5 6,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,1,2,False,controlled_dgp_weak,False,
mc_weak_0068,0 1 2 3 0 1 2 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,2,1,False,controlled_dgp_weak,False,
mc_weak_0069,0 0 1 1 2 2 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,4,0,False,controlled_dgp_weak,False,
mc_weak_0070,3 3 3 3 3 3 3 3,monte_carlo_weak_operation,synthetic defective/non-bijective baseline,,,,8,1,False,controlled_dgp_weak,False,
