alpha,macro_f1,is_degenerate_alpha
0.0,0.8597811217510261,False
0.05,0.8750030487061291,False
0.1,0.880187025131502,False
0.15,0.880187025131502,False
0.2,0.880187025131502,False
0.25,0.880187025131502,False
0.3,0.8650032926026194,False
0.35,0.8433996205120623,False
0.4,0.8137492428831011,False
0.45,0.8414777120905985,False
0.5,0.8061031461569096,True
0.55,0.8475609756097561,False
0.6,0.8901714397038769,False
0.65,0.8805361305361306,False
0.7,0.8956135884192914,False
0.75,0.879812390072308,False
0.8,0.8487308146399055,False
0.85,0.8373983739837398,False
0.9,0.8217878343806662,False
0.95,0.8163082437275986,False
1.0,0.7893958756170287,False
