alpha,macro_f1,is_degenerate_alpha
0.0,0.8145238095238095,False
0.05,0.7853607462402437,False
0.1,0.7804041991001928,False
0.15,0.7754761904761905,False
0.2,0.7951170759565962,False
0.25,0.7999809619000025,False
0.3,0.8290078882772098,False
0.35,0.843062200956938,False
0.4,0.867027027027027,False
0.45,0.8967650655859571,False
0.5,0.6690743932802539,True
0.55,0.906237211429672,False
0.6,0.8864976769938132,False
0.65,0.8480719118315044,False
0.7,0.8241852487135506,False
0.75,0.8241852487135506,False
0.8,0.8194434525934919,False
0.85,0.8241852487135506,False
0.9,0.8241852487135506,False
0.95,0.819495014397563,False
1.0,0.765401487697883,False
