alpha,macro_f1,is_degenerate_alpha
0.0,0.8440036525974026,False
0.05,0.8715828509859931,False
0.1,0.8775388291517323,False
0.15,0.8987754295872012,False
0.2,0.9043678951115912,False
0.25,0.8991538764266038,False
0.3,0.8935064935064936,False
0.35,0.8667499999999999,False
0.4,0.8270219131146284,False
0.45,0.8667499999999999,False
0.5,0.6889569367430824,True
0.55,0.919020343669761,False
0.6,0.9448237050086863,False
0.65,0.9552629664654106,False
0.7,0.940093512565751,False
0.75,0.9141223725388729,False
0.8,0.8775388291517323,False
0.85,0.8661342174000403,False
0.9,0.8606530550590368,False
0.95,0.8447910357359176,False
1.0,0.850331059137484,False
