alpha,macro_f1,is_degenerate_alpha
0.0,0.8578114109329882,False
0.05,0.8583333333333333,False
0.1,0.853531727365007,False
0.15,0.8588235294117648,False
0.2,0.8689075630252101,False
0.25,0.8737342477284543,False
0.3,0.867967738723489,False
0.35,0.8075226316460538,False
0.4,0.7726931149749942,False
0.45,0.793837941488948,False
0.5,0.6683109653594952,True
0.55,0.8354838709677419,False
0.6,0.8894363421363816,False
0.65,0.8894363421363816,False
0.7,0.8894363421363816,False
0.75,0.8789915966386554,False
0.8,0.8689075630252101,False
0.85,0.8524504302282081,False
0.9,0.8416426693376737,False
0.95,0.8524504302282081,False
1.0,0.8307139085171122,False
