alpha,macro_f1,is_degenerate_alpha
0.0,0.7895226952556051,False
0.05,0.7799642218246869,False
0.1,0.7703820214008246,False
0.15,0.7801529992135554,False
0.2,0.7799642218246869,False
0.25,0.7892610389920869,False
0.3,0.8031874039938557,False
0.35,0.797220680836691,False
0.4,0.7873290067311636,False
0.45,0.8028087726048481,False
0.5,0.7326702293589711,True
0.55,0.7862563953347397,False
0.6,0.7821256038647342,False
0.65,0.8122710622710623,False
0.7,0.8122710622710623,False
0.75,0.8126683339746056,False
0.8,0.8126683339746056,False
0.85,0.7976697720324499,False
0.9,0.8126683339746056,False
0.95,0.8079279279279279,False
1.0,0.8136363636363636,False
