alpha,macro_f1,is_degenerate_alpha
0.0,0.8043146239022527,False
0.05,0.8043146239022527,False
0.1,0.8043146239022527,False
0.15,0.8043146239022527,False
0.2,0.7945303550973655,False
0.25,0.8043146239022527,False
0.3,0.7980780780780781,False
0.35,0.7809829059829061,False
0.4,0.7579693034238488,False
0.45,0.7564317063116801,False
0.5,0.6637566137566137,True
0.55,0.7821256038647343,False
0.6,0.8035269311865056,False
0.65,0.8186664754117956,False
0.7,0.8425499231950845,False
0.75,0.8478536713830831,False
0.8,0.843062200956938,False
0.85,0.8181098774609722,False
0.9,0.8221515326778484,False
0.95,0.8363926576217079,False
1.0,0.8359642103731724,False
