alpha,macro_f1,is_degenerate_alpha
0.0,0.696782328265561,False
0.05,0.689515341020129,False
0.1,0.7040544177738628,False
0.15,0.6940223641390786,False
0.2,0.69953097518077,False
0.25,0.689515341020129,False
0.3,0.6850076827394453,False
0.35,0.6716443655898081,False
0.4,0.6690345495640944,False
0.45,0.6500927643784786,False
0.5,0.605009633911368,True
0.55,0.657016076234815,False
0.6,0.7047811059907834,False
0.65,0.6750079266359357,False
0.7,0.6904831482563802,False
0.75,0.665008170532426,False
0.8,0.6594684385382059,False
0.85,0.6550084144289163,False
0.9,0.650545489966881,False
0.95,0.6361094224924012,False
1.0,0.6583333333333334,False
