alpha,macro_f1,is_degenerate_alpha
0.0,0.7559523809523809,False
0.05,0.7508400657753628,False
0.1,0.7558128454354869,False
0.15,0.7607706780347234,False
0.2,0.7657142857142857,False
0.25,0.7655803316180676,False
0.3,0.7649082568807338,False
0.35,0.7343029953917051,False
0.4,0.7483209359428035,False
0.45,0.7980780780780781,False
0.5,0.7043643263757116,True
0.55,0.7967302715906068,False
0.6,0.7517919411080976,False
0.65,0.724462365591398,False
0.7,0.7265103868877454,False
0.75,0.7365289413556741,False
0.8,0.755812845435487,False
0.85,0.765401487697883,False
0.9,0.7508400657753629,False
0.95,0.6874404421574233,False
1.0,0.6716392933132516,False
