alpha,macro_f1,is_degenerate_alpha
0.0,0.8243860651056539,False
0.05,0.8145944402132521,False
0.1,0.809683639220167,False
0.15,0.819495014397563,False
0.2,0.8195121951219512,False
0.25,0.8292032659668167,False
0.3,0.8387788660899407,False
0.35,0.8532359679266897,False
0.4,0.8622311827956989,False
0.45,0.8678398319046823,False
0.5,0.7653925383382925,True
0.55,0.8821161587119033,False
0.6,0.8619661408233936,False
0.65,0.848260547742413,False
0.7,0.8436009917985886,False
0.75,0.8533759298111767,False
0.8,0.8534877072612922,False
0.85,0.8534877072612922,False
0.9,0.8437202210787116,False
0.95,0.8292682926829268,False
1.0,0.8045012397482357,False
