alpha,macro_f1,is_degenerate_alpha
0.0,0.8407627352226315,False
0.05,0.8517049564718502,False
0.1,0.8678861788617886,False
0.15,0.8838126216702398,False
0.2,0.8890692640692641,False
0.25,0.8785305155046415,False
0.3,0.8571286340103543,False
0.35,0.8240965071673734,False
0.4,0.764515455304929,False
0.45,0.7359381708887934,False
0.5,0.7583876797359943,True
0.55,0.7944148731003625,False
0.6,0.8588154269972452,False
0.65,0.879812390072308,False
0.7,0.8950025609131484,False
0.75,0.8898280242329488,False
0.8,0.8741682830415675,False
0.85,0.8523384913439807,False
0.9,0.828842504743833,False
0.95,0.8222664218686251,False
1.0,0.8096760883020424,False
