alpha,macro_f1,is_degenerate_alpha
0.0,0.5639600673925617,False
0.05,0.5410573678290214,False
0.1,0.5386513157894737,False
0.15,0.5450980392156863,False
0.2,0.5537240537240538,False
0.25,0.5904847937368263,False
0.3,0.6168067226890757,False
0.35,0.6535326086956521,False
0.4,0.6908124233165733,False
0.45,0.7253846153846155,False
0.5,0.6894977168949772,True
0.55,0.7352941176470589,False
0.6,0.7400399124810656,False
0.65,0.6756915400983197,False
0.7,0.6582577847851794,False
0.75,0.6184062850729517,False
0.8,0.6184062850729517,False
0.85,0.6184062850729517,False
0.9,0.6007226738934056,False
0.95,0.5806836348872029,False
1.0,0.5660130718954248,False
