alpha,macro_f1,is_degenerate_alpha
0.0,0.8997936928971413,False
0.05,0.9000783699059561,False
0.1,0.9103077674645823,False
0.15,0.9105263157894736,False
0.2,0.9054426581444708,False
0.25,0.9204678362573099,False
0.3,0.9302393746946752,False
0.35,0.9046611732874186,False
0.4,0.8395208973025097,False
0.45,0.8450632911392404,False
0.5,0.7561330561330561,True
0.55,0.8732824806817899,False
0.6,0.9103077674645823,False
0.65,0.935591985428051,False
0.7,0.935591985428051,False
0.75,0.9206457259554606,False
0.8,0.9251595861765354,False
0.85,0.9349601471489883,False
0.9,0.9296413086322428,False
0.95,0.919327731092437,False
1.0,0.919327731092437,False
