operation_id,source,quality_label,is_real_corpus,is_base,is_bijective,is_involution,strict_avalanche,avalanche_error,balance_error,differential_uniformity,max_anf_degree,mean_anf_degree,cycle_count,max_cycle_length,mean_cycle_length,complexity_score,effective_substitution_tables,control_bits,truth_0,truth_1,truth_2,truth_3,truth_4,truth_5,truth_6,truth_7,avalanche_0,avalanche_1,avalanche_2,avalanche_3,avalanche_4,avalanche_5,avalanche_6,avalanche_7,avalanche_8,hamming_dist_0,hamming_dist_1,hamming_dist_2,hamming_dist_3,balance_0,balance_1,balance_2,anf_degree_0,anf_degree_1,anf_degree_2,generating_element_prediction,rank_score
real_b08_p03_m010,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,4,3,2.0,12.584962500721156,384,3,0.2857142857142857,1.0,0.5714285714285714,0.14285714285714285,0.0,0.7142857142857143,0.8571428571428571,0.42857142857142855,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.5,1,1,1,weak,1.505391081952831e-07
real_b07_p04_m010,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,1,8,8.0,13.584962500721156,384,3,0.2857142857142857,0.0,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.5714285714285714,1.0,0.7142857142857143,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,2,1,2,acceptable,1.5132610981859245e-07
real_b03_p06_m100,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,4,4,2.0,12.584962500721156,384,3,0.5714285714285714,0.0,1.0,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.516472479365634e-07
real_b01_p06_m011,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,4,4.0,12.584962500721156,384,3,0.42857142857142855,1.0,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.8571428571428571,0.0,0.5714285714285714,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1,1,1,weak,1.5165033428424915e-07
real_b06_p06_m011,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,3,4,2.6666666666666665,13.584962500721156,384,3,0.42857142857142855,1.0,0.14285714285714285,0.0,0.2857142857142857,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,2,1,2,acceptable,1.5210160531377548e-07
real_b01_p03_m101,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,4,4.0,12.584962500721156,384,3,0.7142857142857143,0.5714285714285714,0.14285714285714285,0.0,1.0,0.8571428571428571,0.42857142857142855,0.2857142857142857,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1,1,1,weak,1.521833074883474e-07
real_b07_p01_m101,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,3,4,2.6666666666666665,13.584962500721156,384,3,0.7142857142857143,0.5714285714285714,1.0,0.0,0.14285714285714285,0.8571428571428571,0.42857142857142855,0.2857142857142857,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,2,2,1,acceptable,1.5387185274440785e-07
real_b04_p01_m100,real_cet_reconstructed,weak,True,False,True,True,False,0.5,0.0,1.0,1,1.0,4,2,2.0,12.584962500721156,384,3,0.5714285714285714,1.0,0.8571428571428571,0.7142857142857143,0.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.5619896254010844e-07
real_b06_p03_m100,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,1,8,8.0,13.584962500721156,384,3,0.5714285714285714,0.7142857142857143,0.0,0.2857142857142857,0.8571428571428571,1.0,0.14285714285714285,0.42857142857142855,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,1,2,2,acceptable,1.5777134136480117e-07
real_b06_p06_m100,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,3,4,2.6666666666666665,13.584962500721156,384,3,0.5714285714285714,0.0,0.8571428571428571,1.0,0.7142857142857143,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,2,1,2,acceptable,1.5884848041235087e-07
real_b03_p06_m011,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,4,4.0,12.584962500721156,384,3,0.42857142857142855,1.0,0.0,0.5714285714285714,0.2857142857142857,0.8571428571428571,0.14285714285714285,0.7142857142857143,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.5890727663268576e-07
real_b04_p01_m110,real_cet_reconstructed,weak,True,False,True,True,False,0.5,0.0,1.0,1,1.0,4,2,2.0,12.584962500721156,384,3,0.8571428571428571,0.7142857142857143,0.5714285714285714,1.0,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.6025435483321838e-07
real_b06_p02_m100,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,3,4,2.6666666666666665,13.584962500721156,384,3,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.0,0.2857142857142857,1.0,0.42857142857142855,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,2,2,1,acceptable,1.6038052981962383e-07
real_b07_p02_m110,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,3,4,2.6666666666666665,13.584962500721156,384,3,0.8571428571428571,0.5714285714285714,1.0,0.0,0.2857142857142857,0.7142857142857143,0.42857142857142855,0.14285714285714285,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,2,1,2,acceptable,1.628411541534681e-07
real_b08_p02_m001,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,6,4.0,12.584962500721156,384,3,0.14285714285714285,0.2857142857142857,0.5714285714285714,1.0,0.7142857142857143,0.8571428571428571,0.0,0.42857142857142855,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.5,1,1,1,weak,1.6322941313378213e-07
real_b08_p03_m110,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,4,3,2.0,12.584962500721156,384,3,0.8571428571428571,0.42857142857142855,0.0,0.7142857142857143,0.5714285714285714,0.14285714285714285,0.2857142857142857,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.5,1,1,1,weak,1.6335503616175833e-07
real_b05_p04_m100,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,1,8,8.0,13.584962500721156,384,3,0.5714285714285714,0.8571428571428571,0.0,0.2857142857142857,0.7142857142857143,0.14285714285714285,1.0,0.42857142857142855,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,2,2,1,acceptable,1.648373684427894e-07
real_b01_p02_m010,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,4,4.0,12.584962500721156,384,3,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.8571428571428571,0.5714285714285714,1.0,0.7142857142857143,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1,1,1,weak,1.655127083412299e-07
real_b07_p04_m111,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,3,4,2.6666666666666665,13.584962500721156,384,3,1.0,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,2,1,2,acceptable,1.6680959041868142e-07
real_b08_p02_m101,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,4,3,2.0,12.584962500721156,384,3,0.7142857142857143,0.8571428571428571,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.5714285714285714,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.5,1,1,1,weak,1.6736782596772444e-07
real_b08_p03_m100,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,4,3,2.0,12.584962500721156,384,3,0.5714285714285714,0.14285714285714285,0.2857142857142857,1.0,0.8571428571428571,0.42857142857142855,0.0,0.7142857142857143,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.5,1,1,1,weak,1.6794502458284662e-07
real_b04_p06_m111,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,4,4,2.0,12.584962500721156,384,3,1.0,0.14285714285714285,0.7142857142857143,0.42857142857142855,0.8571428571428571,0.0,0.5714285714285714,0.2857142857142857,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.6904604117399987e-07
real_b01_p01_m110,real_cet_reconstructed,weak,True,False,True,True,False,0.5,0.0,1.0,1,1.0,4,2,2.0,12.584962500721156,384,3,0.8571428571428571,1.0,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1,1,1,weak,1.6909706776226332e-07
real_b03_p01_m101,real_cet_reconstructed,weak,True,False,True,True,False,0.5,0.0,1.0,1,1.0,4,2,2.0,12.584962500721156,384,3,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,1.0,0.8571428571428571,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.6941638983238637e-07
real_b08_p02_m111,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,4,3,2.0,12.584962500721156,384,3,1.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,0.8571428571428571,0.7142857142857143,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.5,1,1,1,weak,1.703878277094377e-07
real_b02_p01_m111,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,4,4.0,12.584962500721156,384,3,1.0,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.707794259715495e-07
real_b01_p06_m101,real_cet_reconstructed,weak,True,False,True,True,False,0.5,0.0,1.0,1,1.0,6,2,1.3333333333333333,12.584962500721156,384,3,0.7142857142857143,0.14285714285714285,1.0,0.42857142857142855,0.5714285714285714,0.0,0.8571428571428571,0.2857142857142857,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1,1,1,weak,1.711389116475517e-07
real_b01_p06_m110,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,4,4.0,12.584962500721156,384,3,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.0,1.0,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1,1,1,weak,1.722363945471605e-07
real_b01_p02_m100,real_cet_reconstructed,weak,True,False,True,True,False,0.5,0.0,1.0,1,1.0,4,2,2.0,12.584962500721156,384,3,0.5714285714285714,0.8571428571428571,0.7142857142857143,1.0,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1,1,1,weak,1.731553339157114e-07
real_b01_p01_m111,real_cet_reconstructed,weak,True,False,True,True,False,0.5,0.0,1.0,1,1.0,4,2,2.0,12.584962500721156,384,3,1.0,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1,1,1,weak,1.739638667339441e-07
real_b08_p01_m001,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,4,4.0,12.584962500721156,384,3,0.14285714285714285,0.2857142857142857,1.0,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.5,1,1,1,weak,1.7418274809600277e-07
real_b02_p03_m100,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,4,4.0,12.584962500721156,384,3,0.5714285714285714,0.7142857142857143,0.0,0.14285714285714285,1.0,0.8571428571428571,0.42857142857142855,0.2857142857142857,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.749815293687892e-07
real_b03_p06_m111,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,4,4.0,12.584962500721156,384,3,1.0,0.42857142857142855,0.5714285714285714,0.0,0.8571428571428571,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.7500056755414966e-07
real_b02_p04_m100,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,7,4.0,12.584962500721156,384,3,0.5714285714285714,0.8571428571428571,0.0,0.2857142857142857,1.0,0.7142857142857143,0.42857142857142855,0.14285714285714285,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.75051690431405e-07
real_b06_p02_m010,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,1,8,8.0,13.584962500721156,384,3,0.2857142857142857,0.0,0.42857142857142855,1.0,0.8571428571428571,0.5714285714285714,0.14285714285714285,0.7142857142857143,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,2,2,1,acceptable,1.769401954183057e-07
real_b03_p01_m100,real_cet_reconstructed,weak,True,False,True,True,False,0.5,0.0,1.0,1,1.0,6,2,1.3333333333333333,12.584962500721156,384,3,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.8571428571428571,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.7724638312392392e-07
real_b05_p06_m110,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,3,4,2.6666666666666665,13.584962500721156,384,3,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.0,1.0,0.7142857142857143,0.42857142857142855,0.14285714285714285,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,2,2,1,acceptable,1.7743738966334637e-07
real_b04_p05_m111,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,7,4.0,12.584962500721156,384,3,1.0,0.2857142857142857,0.8571428571428571,0.42857142857142855,0.7142857142857143,0.0,0.5714285714285714,0.14285714285714285,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.779097405597955e-07
real_b05_p04_m101,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,5,3,1.6,13.584962500721156,384,3,0.7142857142857143,1.0,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.0,0.8571428571428571,0.2857142857142857,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,2,2,1,acceptable,1.7798562431359595e-07
real_b06_p01_m010,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,3,4,2.6666666666666665,13.584962500721156,384,3,0.2857142857142857,0.42857142857142855,0.0,0.5714285714285714,0.8571428571428571,1.0,0.14285714285714285,0.7142857142857143,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,2,1,2,acceptable,1.7833719401592468e-07
real_b04_p02_m000,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,4,3,2.0,7.0,8,3,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.5714285714285714,1.0,0.7142857142857143,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.7886901616367235e-07
real_b07_p05_m011,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,3,4,2.6666666666666665,13.584962500721156,384,3,0.42857142857142855,1.0,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.0,0.5714285714285714,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,1,2,2,acceptable,1.792013967197196e-07
real_b04_p01_m101,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,4,4.0,12.584962500721156,384,3,0.7142857142857143,0.8571428571428571,1.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.7957796688519507e-07
real_b01_p02_m000,real_cet_reconstructed,weak,True,False,True,True,False,0.5,0.0,1.0,1,1.0,6,2,1.3333333333333333,7.0,8,3,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.7142857142857143,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1,1,1,weak,1.8044400597524985e-07
real_b02_p01_m101,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,4,4.0,12.584962500721156,384,3,0.7142857142857143,0.5714285714285714,1.0,0.8571428571428571,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.8057351467318052e-07
real_b03_p04_m101,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,7,4.0,12.584962500721156,384,3,0.7142857142857143,1.0,0.0,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.8137436359780498e-07
real_b06_p05_m000,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,5,3,1.6,8.0,8,3,0.0,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.8571428571428571,0.7142857142857143,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,2,2,1,acceptable,1.8164793600677602e-07
real_b06_p04_m001,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,3,4,2.6666666666666665,13.584962500721156,384,3,0.14285714285714285,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.0,0.2857142857142857,1.0,0.8571428571428571,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,1,2,2,acceptable,1.8452821783923333e-07
real_b04_p05_m010,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,7,4.0,12.584962500721156,384,3,0.2857142857142857,1.0,0.42857142857142855,0.8571428571428571,0.0,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.8686017650734028e-07
real_b06_p04_m100,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,1,8,8.0,13.584962500721156,384,3,0.5714285714285714,0.8571428571428571,0.0,0.14285714285714285,0.7142857142857143,1.0,0.2857142857142857,0.42857142857142855,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,1,2,2,acceptable,1.8822656625991232e-07
real_b06_p02_m001,real_cet_reconstructed,acceptable,True,False,True,False,False,0.16666666666666666,0.0,1.0,2,1.6666666666666667,1,8,8.0,13.584962500721156,384,3,0.14285714285714285,0.42857142857142855,0.0,0.5714285714285714,0.7142857142857143,1.0,0.2857142857142857,0.8571428571428571,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.5,2,2,1,acceptable,1.8922589864408902e-07
real_b08_p04_m101,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,4,3,2.0,12.584962500721156,384,3,0.7142857142857143,0.42857142857142855,0.0,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.14285714285714285,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.5,1,1,1,weak,1.9035674926278382e-07
real_b03_p01_m010,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,4,4.0,12.584962500721156,384,3,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.8571428571428571,1.0,0.0,0.14285714285714285,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.906662521074299e-07
real_b01_p01_m100,real_cet_reconstructed,weak,True,False,True,True,False,0.5,0.0,1.0,1,1.0,4,2,2.0,12.584962500721156,384,3,0.5714285714285714,0.7142857142857143,0.8571428571428571,1.0,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1,1,1,weak,1.9206952169645024e-07
real_b04_p04_m111,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,2,7,4.0,12.584962500721156,384,3,1.0,0.14285714285714285,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.9384885572667158e-07
real_b08_p01_m000,real_cet_reconstructed,weak,True,True,True,False,False,0.5,0.0,1.0,1,1.0,4,4,2.0,7.0,8,3,0.0,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.5714285714285714,1.0,0.2857142857142857,0.14285714285714285,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.5,1,1,1,weak,1.9396017925414957e-07
real_b04_p06_m101,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,4,4,2.0,12.584962500721156,384,3,0.7142857142857143,0.42857142857142855,1.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.8571428571428571,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.944603010595212e-07
real_b03_p03_m000,real_cet_reconstructed,weak,True,False,True,False,False,0.5,0.0,1.0,1,1.0,4,3,2.0,7.0,8,3,0.0,0.14285714285714285,0.8571428571428571,1.0,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,1,1,1,weak,1.9457786399293007e-07
