alpha,macro_f1,is_degenerate_alpha
0.0,1.0,False
0.05,1.0,False
0.1,1.0,False
0.15,1.0,False
0.2,1.0,False
0.25,1.0,False
0.3,1.0,False
0.35,1.0,False
0.4,0.9881425543190249,False
0.45,0.9940879215245897,False
0.5,0.8938870872127489,True
0.55,0.9881425543190249,False
0.6,0.9881425543190249,False
0.65,0.9940879215245897,False
0.7,1.0,False
0.75,1.0,False
0.8,1.0,False
0.85,1.0,False
0.9,1.0,False
0.95,0.9940879215245897,False
1.0,0.9940879215245897,False
