alpha,macro_f1,is_degenerate_alpha
0.0,0.9729546991210277,False
0.05,0.9729546991210277,False
0.1,0.9729546991210277,False
0.15,0.9729546991210277,False
0.2,0.9729546991210277,False
0.25,0.9729546991210277,False
0.3,0.9729546991210277,False
0.35,0.9729546991210277,False
0.4,0.9729546991210277,False
0.45,0.945054945054945,False
0.5,0.6203623813632442,True
0.55,0.945054945054945,False
0.6,1.0,False
0.65,1.0,False
0.7,1.0,False
0.75,1.0,False
0.8,0.9479166666666667,False
0.85,0.9479166666666667,False
0.9,0.9479166666666667,False
0.95,0.9479166666666667,False
1.0,0.9479166666666667,False
