alpha,macro_f1,is_degenerate_alpha
0.0,0.7244623655913978,False
0.05,0.7266936598854434,False
0.1,0.7387254901960784,False
0.15,0.7450062193605034,False
0.2,0.7441826323130001,False
0.25,0.7231702226914483,False
0.3,0.6906617192331478,False
0.35,0.6995852065274087,False
0.4,0.6697691068551996,False
0.45,0.6187894502501243,False
0.5,0.6189973879847297,True
0.55,0.6568080357142858,False
0.6,0.725006707153484,False
0.65,0.716665454280934,False
0.7,0.6772924045651318,False
0.75,0.6763887844847027,False
0.8,0.6481930143347466,False
0.85,0.6481930143347466,False
0.9,0.6481930143347466,False
0.95,0.6748571284710858,False
1.0,0.6951219512195121,False
