alpha,macro_f1,is_degenerate_alpha
0.0,0.7001270952734946,False
0.05,0.7140727202770296,False
0.1,0.7192792792792793,False
0.15,0.7192792792792793,False
0.2,0.7291291291291291,False
0.25,0.7155502392344498,False
0.3,0.7099589937891178,False
0.35,0.6891023326352279,False
0.4,0.6759878419452888,False
0.45,0.6918508661688968,False
0.5,0.5779411764705883,True
0.55,0.7350064632569937,False
0.6,0.6876587100050787,False
0.65,0.7047811059907834,False
0.7,0.7300629653570829,False
0.75,0.7300629653570829,False
0.8,0.7146217357910907,False
0.85,0.7187116342890156,False
0.9,0.7081956138869454,False
0.95,0.6929951690821256,False
1.0,0.6983039397814181,False
