alpha,macro_f1,is_degenerate_alpha
0.0,0.8184769775678866,False
0.05,0.8130898696434292,False
0.1,0.8238355962581945,False
0.15,0.8238355962581945,False
0.2,0.8291666666666666,False
0.25,0.8238355962581945,False
0.3,0.8170731707317074,False
0.35,0.7608056006493508,False
0.4,0.7279115159401431,False
0.45,0.7476923076923077,False
0.5,0.7002923976608187,True
0.55,0.794052642153908,False
0.6,0.7688491317747876,False
0.65,0.7708700727751422,False
0.7,0.7882231404958678,False
0.75,0.7773059450918427,False
0.8,0.7322684348000803,False
0.85,0.7206238643246516,False
0.9,0.7028305485618371,False
0.95,0.7088068181818181,False
1.0,0.7192065746753247,False
