alpha,macro_f1,is_degenerate_alpha
0.0,0.9949636120974037,False
0.05,0.9949636120974037,False
0.1,0.9899355877616747,False
0.15,0.9949636120974037,False
0.2,0.9949636120974037,False
0.25,0.9949636120974037,False
0.3,1.0,False
0.35,1.0,False
0.4,1.0,False
0.45,0.9899355877616747,False
0.5,0.9549086900974473,True
0.55,0.9949636120974037,False
0.6,0.9949636120974037,False
0.65,0.9949636120974037,False
0.7,0.9899355877616747,False
0.75,0.9899355877616747,False
0.8,0.9899355877616747,False
0.85,0.9949636120974037,False
0.9,0.9949636120974037,False
0.95,0.9949636120974037,False
1.0,0.9949636120974037,False
