alpha,macro_f1,is_degenerate_alpha
0.0,0.9161425576519917,False
0.05,0.9161425576519917,False
0.1,0.9161425576519917,False
0.15,0.9161425576519917,False
0.2,0.9161425576519917,False
0.25,0.9161425576519917,False
0.3,0.9161425576519917,False
0.35,0.9161425576519917,False
0.4,0.945054945054945,False
0.45,0.9729546991210277,False
0.5,0.8860398860398859,True
0.55,0.945054945054945,False
0.6,0.945054945054945,False
0.65,0.945054945054945,False
0.7,0.945054945054945,False
0.75,0.8933333333333333,False
0.8,0.8933333333333333,False
0.85,0.8933333333333333,False
0.9,0.8647734956051387,False
0.95,0.8647734956051387,False
1.0,0.8647734956051387,False
