alpha,macro_f1,is_degenerate_alpha
0.0,0.9949442604717005,False
0.05,0.9949442604717005,False
0.1,0.9949442604717005,False
0.15,0.9949442604717005,False
0.2,0.9949442604717005,False
0.25,1.0,False
0.3,1.0,False
0.35,1.0,False
0.4,0.9949329887765701,False
0.45,1.0,False
0.5,0.9746031746031746,True
0.55,1.0,False
0.6,1.0,False
0.65,0.9898538961038961,False
0.7,0.9847989663297103,False
0.75,0.9898989898989898,False
0.8,0.9949442604717005,False
0.85,0.9847989663297103,False
0.9,0.9847989663297103,False
0.95,0.9898538961038961,False
1.0,0.9847989663297103,False
