alpha,macro_f1,is_degenerate_alpha
0.0,0.770358464835379,False
0.05,0.7542146859477844,False
0.1,0.7533698347614721,False
0.15,0.7533698347614721,False
0.2,0.7634363721181467,False
0.25,0.7616573902288188,False
0.3,0.7560975609756098,False
0.35,0.7147375079063882,False
0.4,0.6722199298535176,False
0.45,0.7392052682780812,False
0.5,0.6742087542087543,True
0.55,0.7560975609756098,False
0.6,0.8097029509478211,False
0.65,0.8150045120850711,False
0.7,0.8150045120850711,False
0.75,0.7781385281385281,False
0.8,0.749432512659333,False
0.85,0.6968074255405956,False
0.9,0.6951282051282052,False
0.95,0.7132575468579131,False
1.0,0.7206238643246516,False
