alpha,macro_f1,is_degenerate_alpha
0.0,0.7490820073439413,False
0.05,0.7311579109773971,False
0.1,0.7234329597343296,False
0.15,0.7234329597343296,False
0.2,0.7340701535907015,False
0.25,0.7356612337528368,False
0.3,0.7189674348826984,False
0.35,0.7234329597343296,False
0.4,0.7135437264362361,False
0.45,0.7217000835421888,False
0.5,0.6789136956117763,True
0.55,0.7476923076923077,False
0.6,0.8130898696434292,False
0.65,0.8029866193538848,False
0.7,0.7847499999999998,False
0.75,0.7620129214617404,False
0.8,0.7386270909832722,False
0.85,0.7620129214617404,False
0.9,0.7504058441558441,False
0.95,0.7266666666666667,False
1.0,0.7250876831029502,False
