alpha,macro_f1,is_degenerate_alpha
0.0,0.8864976769938133,False
0.05,0.8768768768768769,False
0.1,0.8672693700390878,False
0.15,0.8576695635519165,False
0.2,0.8576695635519165,False
0.25,0.862468851830554,False
0.3,0.862468851830554,False
0.35,0.8672693700390878,False
0.4,0.9058018331761348,False
0.45,0.9009661835748792,False
0.5,0.8619322008531018,True
0.55,0.9106450987989152,False
0.6,0.9106450987989152,False
0.65,0.8961374218919635,False
0.7,0.8816852635629088,False
0.75,0.8816852635629088,False
0.8,0.9009661835748792,False
0.85,0.9106450987989152,False
0.9,0.9154967144346644,False
0.95,0.8961374218919635,False
1.0,0.8961374218919635,False
