alpha,macro_f1,is_degenerate_alpha
0.0,0.8758328285887341,False
0.05,0.9032562529495045,False
0.1,0.9137909709338281,False
0.15,0.9448237050086863,False
0.2,0.9448237050086863,False
0.25,0.9448237050086863,False
0.3,0.919020343669761,False
0.35,0.8818562229071136,False
0.4,0.819167704441677,False
0.45,0.8867289531846494,False
0.5,0.6689895470383276,True
0.55,0.9186991869918699,False
0.6,0.9141223725388729,False
0.65,0.939906195036154,False
0.7,0.9450013414306968,False
0.75,0.9450013414306968,False
0.8,0.9294077134986226,False
0.85,0.9085365853658537,False
0.9,0.8599620493358633,False
0.95,0.8544034090909092,False
1.0,0.8488085247068997,False
