alpha,macro_f1,is_degenerate_alpha
0.0,0.8132726089785296,False
0.05,0.8479889539492188,False
0.1,0.8758328285887341,False
0.15,0.8921295948282343,False
0.2,0.8975,False
0.25,0.8921295948282343,False
0.3,0.8867289531846494,False
0.35,0.8758328285887341,False
0.4,0.819167704441677,False
0.45,0.820249638951929,False
0.5,0.5474613686534217,True
0.55,0.8212820512820512,False
0.6,0.8935064935064936,False
0.65,0.939906195036154,False
0.7,0.929890560875513,False
0.75,0.919874926714872,False
0.8,0.9147275441043333,False
0.85,0.9296568627450981,False
0.9,0.9343288731179615,False
0.95,0.9141223725388729,False
1.0,0.9137909709338281,False
