alpha,macro_f1,is_degenerate_alpha
0.0,0.9592003263973888,False
0.05,0.9592003263973888,False
0.1,0.9592003263973888,False
0.15,0.9592003263973888,False
0.2,0.9592003263973888,False
0.25,0.9693094629156009,False
0.3,0.9693094629156009,False
0.35,0.9693094629156009,False
0.4,0.9794745484400658,False
0.45,0.9693094629156009,False
0.5,0.9369482976040353,True
0.55,1.0,False
0.6,1.0,False
0.65,1.0,False
0.7,0.9897023993409535,False
0.75,0.9897023993409535,False
0.8,0.9794745484400658,False
0.85,0.9794745484400658,False
0.9,0.9794745484400658,False
0.95,0.9693094629156009,False
1.0,0.9693094629156009,False
