alpha,macro_f1,is_degenerate_alpha
0.0,0.6245014827691993,False
0.05,0.6330180921052633,False
0.1,0.6245014827691993,False
0.15,0.6183006535947713,False
0.2,0.6140709684016771,False
0.25,0.5973856209150327,False
0.3,0.6012197982641333,False
0.35,0.5787355713226728,False
0.4,0.5659223745522126,False
0.45,0.5477941176470588,False
0.5,0.49476528199932457,True
0.55,0.5733556415350831,False
0.6,0.6343721995419696,False
0.65,0.5619183965640658,False
0.7,0.5506724365784769,False
0.75,0.5177304964539007,False
0.8,0.5036764705882353,False
0.85,0.5145545102379634,False
0.9,0.5104910714285714,False
0.95,0.5218750000000001,False
1.0,0.5333866122853914,False
