alpha,macro_f1,is_degenerate_alpha
0.0,0.8155623100303951,False
0.05,0.8102961231248782,False
0.1,0.8155623100303951,False
0.15,0.8113618752421542,False
0.2,0.8320320030846347,False
0.25,0.8221515326778484,False
0.3,0.8212901975978304,False
0.35,0.8150045120850711,False
0.4,0.7662601626016261,False
0.45,0.7754878534448426,False
0.5,0.672481076975459,True
0.55,0.7625736181957073,False
0.6,0.7756838905775076,False
0.65,0.8055927051671732,False
0.7,0.804374954121706,False
0.75,0.7983077528532075,False
0.8,0.7764227642276422,False
0.85,0.7606865204540374,False
0.9,0.7606865204540374,False
0.95,0.7708700727751422,False
1.0,0.7698870014218364,False
