alpha,macro_f1,is_degenerate_alpha
0.0,0.8242857142857143,False
0.05,0.8145944402132521,False
0.1,0.8145944402132521,False
0.15,0.8145944402132521,False
0.2,0.8291219128819453,False
0.25,0.8387788660899407,False
0.3,0.8386404293381038,False
0.35,0.8722925052712287,False
0.4,0.8915448249326663,False
0.45,0.8915448249326663,False
0.5,0.8163082437275986,True
0.55,0.9254382774423511,False
0.6,0.8953191489361703,False
0.65,0.8864976769938133,False
0.7,0.8480719118315045,False
0.75,0.8626794258373205,False
0.8,0.8626794258373205,False
0.85,0.872488038277512,False
0.9,0.872488038277512,False
0.95,0.8630202367315769,False
1.0,0.8437202210787116,False
