alpha,macro_f1,is_degenerate_alpha
0.0,0.7165267976349419,False
0.05,0.7219247519097594,False
0.1,0.697496191926885,False
0.15,0.697496191926885,False
0.2,0.697496191926885,False
0.25,0.7267707539984767,False
0.3,0.7119483674295649,False
0.35,0.7253588516746412,False
0.4,0.7095466093414109,False
0.45,0.7603740502630041,False
0.5,0.6447324176819016,True
0.55,0.7322638673270743,False
0.6,0.7131036853347738,False
0.65,0.7244623655913978,False
0.7,0.7217128295505966,False
0.75,0.7316817781585397,False
0.8,0.7219247519097594,False
0.85,0.7119483674295649,False
0.9,0.7215271323371701,False
0.95,0.7508400657753629,False
1.0,0.7408467501490756,False
