alpha,macro_f1,is_degenerate_alpha
0.0,0.6959615384615385,False
0.05,0.7051739088544176,False
0.1,0.6997611407339495,False
0.15,0.6950231481481481,False
0.2,0.6953463724828982,False
0.25,0.7156589445352302,False
0.3,0.7300743378160559,False
0.35,0.7190693629049794,False
0.4,0.7302115987460814,False
0.45,0.7760484008684834,False
0.5,0.6975150833418551,True
0.55,0.7788726842727631,False
0.6,0.7541261837412372,False
0.65,0.7181432553629863,False
0.7,0.7008006539876416,False
0.75,0.6713712101175735,False
0.8,0.675972275702734,False
0.85,0.675972275702734,False
0.9,0.6706109169779491,False
0.95,0.6702294496586002,False
1.0,0.6390255726578596,False
