alpha,macro_f1,is_degenerate_alpha
0.0,0.8535028708016067,False
0.05,0.8588154269972452,False
0.1,0.8481631443808019,False
0.15,0.8588154269972452,False
0.2,0.8588154269972452,False
0.25,0.8789846517119244,False
0.3,0.8577235772357723,False
0.35,0.8407627352226315,False
0.4,0.8118115055079559,False
0.45,0.8249447458308219,False
0.5,0.7705920624593363,True
0.55,0.8137492428831011,False
0.6,0.8684080584633617,False
0.65,0.863606121091151,False
0.7,0.8427952999381572,False
0.75,0.8367184388689766,False
0.8,0.8344437714516455,False
0.85,0.8344437714516455,False
0.9,0.8232041396103895,False
0.95,0.8118115055079559,False
1.0,0.7944148731003625,False
