alpha,macro_f1,is_degenerate_alpha
0.0,0.8715828509859931,False
0.05,0.8823866896156053,False
0.1,0.8823866896156053,False
0.15,0.8930727006283997,False
0.2,0.8983739837398375,False
0.25,0.9036487322201607,False
0.3,0.9137909709338281,False
0.35,0.8975,False
0.4,0.880708412397217,False
0.45,0.8696625212990514,False
0.5,0.5510625828938034,True
0.55,0.8758328285887341,False
0.6,0.9450013414306968,False
0.65,0.9551367781155014,False
0.7,0.9453214034577241,False
0.75,0.9450013414306968,False
0.8,0.9397058823529412,False
0.85,0.9291428007110409,False
0.9,0.9236233575917141,False
0.95,0.9183592194344883,False
1.0,0.9077500000000001,False
