alpha,macro_f1,is_degenerate_alpha
0.0,0.761387444711725,False
0.05,0.7673818857024964,False
0.1,0.7792307692307692,False
0.15,0.7909016727866178,False
0.2,0.7862465349304443,False
0.25,0.7687179487179487,False
0.3,0.7583876797359943,False
0.35,0.7423865672040855,False
0.4,0.7071428571428571,False
0.45,0.6835087719298246,False
0.5,0.6232606983460226,True
0.55,0.7027278448110754,False
0.6,0.8060548722800378,False
0.65,0.8002564102564103,False
0.7,0.7476493543909275,False
0.75,0.691510027634135,False
0.8,0.6677285937849318,False
0.85,0.6819592198581561,False
0.9,0.6791862284820032,False
0.95,0.6791862284820032,False
1.0,0.6706006205673759,False
