alpha,macro_f1,is_degenerate_alpha
0.0,0.8232041396103896,False
0.05,0.8175275298186719,False
0.1,0.8175275298186719,False
0.15,0.8232041396103896,False
0.2,0.8344437714516455,False
0.25,0.8565,False
0.3,0.8400090632159312,False
0.35,0.7885289870022694,False
0.4,0.7613756613756615,False
0.45,0.783068783068783,False
0.5,0.7139456619880161,True
0.55,0.8212820512820513,False
0.6,0.8732220160791591,False
0.65,0.8838126216702398,False
0.7,0.8785305155046415,False
0.75,0.87270559598619,False
0.8,0.845539481615431,False
0.85,0.8392156862745099,False
0.9,0.8392156862745099,False
0.95,0.8392156862745099,False
1.0,0.8336038961038962,False
