alpha,macro_f1,is_degenerate_alpha
0.0,0.948849104859335,False
0.05,0.948849104859335,False
0.1,0.948849104859335,False
0.15,0.948849104859335,False
0.2,0.948849104859335,False
0.25,0.948849104859335,False
0.3,0.948849104859335,False
0.35,0.948849104859335,False
0.4,1.0,False
0.45,1.0,False
0.5,1.0,True
0.55,0.9466666666666668,False
0.6,1.0,False
0.65,1.0,False
0.7,1.0,False
0.75,1.0,False
0.8,0.948849104859335,False
0.85,0.948849104859335,False
0.9,0.8958333333333333,False
0.95,0.8958333333333333,False
1.0,0.797979797979798,False
