alpha,macro_f1,is_degenerate_alpha
0.0,0.8184769775678866,False
0.05,0.8238355962581945,False
0.1,0.8291666666666666,False
0.15,0.8344711150260589,False
0.2,0.8344711150260589,False
0.25,0.839749853429744,False
0.3,0.8191176470588235,False
0.35,0.7734579063692988,False
0.4,0.7385816525699415,False
0.45,0.7687179487179486,False
0.5,0.5929046801202233,True
0.55,0.7996692475381493,False
0.6,0.8386462022825659,False
0.65,0.8593137254901961,False
0.7,0.8433996205120623,False
0.75,0.8332963702225179,False
0.8,0.8272357723577236,False
0.85,0.8367184388689766,False
0.9,0.8137492428831011,False
0.95,0.8146473779385172,False
1.0,0.8163082437275985,False
