alpha,macro_f1,is_degenerate_alpha
0.0,0.7445850105424574,False
0.05,0.7453172782874617,False
0.1,0.7405744848499319,False
0.15,0.755393279877816,False
0.2,0.7503641269310667,False
0.25,0.7500537904324751,False
0.3,0.7492865878516103,False
0.35,0.7398788575259165,False
0.4,0.7192792792792793,False
0.45,0.7081956138869454,False
0.5,0.7174054995284046,True
0.55,0.7074899030206293,False
0.6,0.7104311810194163,False
0.65,0.7300629653570829,False
0.7,0.7218453188602442,False
0.75,0.7073101085094231,False
0.8,0.7268227679421282,False
0.85,0.7268227679421282,False
0.9,0.687797449076718,False
0.95,0.6780411193603655,False
1.0,0.6829268292682927,False
